日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2017-12-22,'600448,华纺股份,5.59,5.6,5.53,5.58,5.61,-0.02,-0.3565,0.4629,1955001,10850135.0,2933909923.62,2361015324.59
2017-12-21,'600448,华纺股份,5.61,5.63,5.52,5.61,5.63,-0.02,-0.3552,0.5662,2391231,13318049.0,2944406917.98,2369462606.61
2017-12-20,'600448,华纺股份,5.63,5.64,5.51,5.61,5.64,-0.01,-0.1773,0.8629,3644620,20298835.0,2954903912.34,2377909888.63
2017-12-19,'600448,华纺股份,5.64,5.66,5.55,5.61,5.65,-0.01,-0.177,1.0073,4254631,23808601.0,2960152409.52,2382133529.64
2017-12-18,'600448,华纺股份,5.65,5.66,5.58,5.62,5.66,-0.01,-0.1767,0.3068,1295800,7278132.0,2965400906.7,2386357170.65
2017-12-15,'600448,华纺股份,5.66,5.74,5.55,5.64,5.65,0.01,0.177,1.0374,4381701,24688704.0,2970649403.88,2390580811.66
2017-12-14,'600448,华纺股份,5.65,5.68,5.55,5.67,5.66,-0.01,-0.1767,0.7218,3048801,17082407.0,2965400906.7,2386357170.65
2017-12-13,'600448,华纺股份,5.66,5.68,5.59,5.61,5.63,0.03,0.5329,0.4142,1749300,9830848.0,2970649403.88,2390580811.66
2017-12-12,'600448,华纺股份,5.63,5.67,5.62,5.67,5.69,-0.06,-1.0545,0.3159,1334200,7514276.0,2954903912.34,2377909888.63
2017-12-11,'600448,华纺股份,5.69,5.7,5.65,5.67,5.7,-0.01,-0.1754,0.2865,1209919,6853446.0,2986394895.42,2403251734.69
2017-12-08,'600448,华纺股份,5.7,5.72,5.67,5.68,5.68,0.02,0.3521,0.1715,724300,4123055.0,2991643392.6,2407475375.7
2017-12-07,'600448,华纺股份,5.68,5.75,5.67,5.75,5.75,-0.07,-1.2174,0.4394,1855829,10616110.0,2981146398.24,2399028093.68
2017-12-06,'600448,华纺股份,5.75,5.8,5.61,5.68,5.67,0.08,1.4109,0.4137,1747500,9932365.0,3017885878.5,2428593580.75
2017-12-05,'600448,华纺股份,5.67,5.69,5.62,5.69,5.69,-0.02,-0.3515,0.6614,2793700,15776450.0,2975897901.06,2394804452.67
2017-12-04,'600448,华纺股份,5.69,5.77,5.66,5.75,5.75,-0.06,-1.0435,0.3849,1625800,9262788.0,2986394895.42,2403251734.69
2017-12-01,'600448,华纺股份,5.75,5.84,5.59,5.6,5.56,0.19,3.4173,1.1031,4659304,26650367.0,3017885878.5,2428593580.75
2017-11-30,'600448,华纺股份,5.56,5.58,5.5,5.55,5.57,-0.01,-0.1795,0.3089,1304500,7241692.0,2348344401.56,2348344401.56
2017-11-29,'600448,华纺股份,5.57,5.58,5.47,5.5,5.54,0.03,0.5415,0.5752,2429400,13407039.0,2352568042.57,2352568042.57
2017-11-28,'600448,华纺股份,5.54,5.55,5.49,5.49,5.51,0.03,0.5445,0.2417,1021000,5640756.0,2339897119.54,2339897119.54
2017-11-27,'600448,华纺股份,5.51,5.58,5.45,5.58,5.58,-0.07,-1.2545,0.5312,2243501,12358430.0,2327226196.51,2327226196.51
2017-11-24,'600448,华纺股份,5.58,5.61,5.47,5.6,5.62,-0.04,-0.7117,0.4642,1960501,10893630.0,2356791683.58,2356791683.58
2017-11-23,'600448,华纺股份,5.62,5.69,5.52,5.65,5.7,-0.08,-1.4035,0.6515,2751800,15432487.0,2373686247.62,2373686247.62
2017-11-22,'600448,华纺股份,5.7,5.73,5.56,5.65,5.69,0.01,0.1757,0.7957,3360901,18907317.0,2407475375.7,2407475375.7
2017-11-21,'600448,华纺股份,5.69,5.73,5.6,5.73,5.73,-0.04,-0.6981,0.6213,2624100,14872767.0,2403251734.69,2403251734.69
2017-11-20,'600448,华纺股份,5.73,5.8,5.5,5.78,5.84,-0.11,-1.8836,0.9462,3996300,22701120.0,2420146298.73,2420146298.73
2017-11-17,'600448,华纺股份,5.84,5.97,5.67,5.97,5.98,-0.14,-2.3411,1.5846,6692779,38968311.0,2466606349.84,2466606349.84
2017-11-16,'600448,华纺股份,5.98,6.0,5.88,5.94,5.97,0.01,0.1675,0.8076,3410802,20275576.0,2525737323.98,2525737323.98
