ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2017-12-22,'600336,°Ä¿ÂÂê,5.05,5.07,4.94,5.0,4.99,0.06,1.2024,0.4747,3227990,16113135.0,3922604008.45,3434363600.0
2017-12-21,'600336,°Ä¿ÂÂê,4.99,5.09,4.93,5.06,5.09,-0.1,-1.9646,0.583,3964933,19819679.0,3875998812.31,3393559280.0
2017-12-20,'600336,°Ä¿ÂÂê,5.09,5.23,5.06,5.09,5.06,0.03,0.5929,1.0902,7413891,38179251.0,3953674139.21,3461566480.0
2017-12-19,'600336,°Ä¿ÂÂê,5.06,5.08,5.0,5.03,5.02,0.04,0.7968,0.3931,2673688,13504801.0,3930371541.14,3441164320.0
2017-12-18,'600336,°Ä¿ÂÂê,5.02,5.09,4.97,5.01,5.01,0.01,0.1996,0.6729,4576504,23072118.0,3899301410.38,3413961440.0
2017-12-15,'600336,°Ä¿ÂÂê,5.01,5.04,4.88,4.93,4.93,0.08,1.6227,0.6065,4124809,20452416.0,3891533877.69,3407160720.0
2017-12-14,'600336,°Ä¿ÂÂê,4.93,4.93,4.83,4.87,4.87,0.06,1.232,0.3147,2139900,10456466.0,3829393616.17,3352754960.0
2017-12-13,'600336,°Ä¿ÂÂê,4.87,4.88,4.82,4.85,4.84,0.03,0.6198,0.1923,1307902,6347619.0,3782788420.03,3311950640.0
2017-12-12,'600336,°Ä¿ÂÂê,4.84,4.94,4.83,4.93,4.94,-0.1,-2.0243,0.2189,1488616,7271783.0,3759485821.96,3291548480.0
2017-12-11,'600336,°Ä¿ÂÂê,4.94,4.96,4.89,4.92,4.93,0.01,0.2028,0.3281,2231565,11005750.0,3837161148.86,3359555680.0
2017-12-08,'600336,°Ä¿ÂÂê,4.93,4.93,4.78,4.81,4.82,0.11,2.2822,0.5223,3551733,17306125.0,3829393616.17,3352754960.0
2017-12-07,'600336,°Ä¿ÂÂê,4.82,4.84,4.78,4.82,4.85,-0.03,-0.6186,0.5559,3780540,18175760.0,3743950756.58,3277947040.0
2017-12-06,'600336,°Ä¿ÂÂê,4.85,4.9,4.71,4.84,4.84,0.01,0.2066,0.6397,4350390,20903645.0,3767253354.65,3298349200.0
2017-12-05,'600336,°Ä¿ÂÂê,4.84,4.97,4.81,4.91,4.93,-0.09,-1.8256,0.8464,5756002,28151930.0,3759485821.96,3291548480.0
2017-12-04,'600336,°Ä¿ÂÂê,4.93,5.0,4.92,4.97,4.98,-0.05,-1.004,0.3123,2124100,10542982.0,3829393616.17,3352754960.0
2017-12-01,'600336,°Ä¿ÂÂê,4.98,5.0,4.92,4.93,4.96,0.02,0.4032,0.3909,2658400,13194533.0,3868231279.62,3386758560.0
2017-11-30,'600336,°Ä¿ÂÂê,4.96,5.04,4.9,5.03,5.04,-0.08,-1.5873,0.6595,4484933,22183490.0,3852696214.24,3373157120.0
2017-11-29,'600336,°Ä¿ÂÂê,5.04,5.05,4.96,5.01,5.03,0.01,0.1988,0.3449,2345500,11721108.0,3914836475.76,3427562880.0
2017-11-28,'600336,°Ä¿ÂÂê,5.03,5.05,4.98,4.99,4.97,0.06,1.2072,0.2634,1791177,8988740.0,3907068943.07,3420762160.0
2017-11-27,'600336,°Ä¿ÂÂê,4.97,5.04,4.96,5.03,5.03,-0.06,-1.1928,0.3362,2286442,11406603.0,3860463746.93,3379957840.0
2017-11-24,'600336,°Ä¿ÂÂê,5.03,5.12,5.0,5.1,5.12,-0.09,-1.7578,0.557,3788000,19113529.0,3907068943.07,3420762160.0
2017-11-23,'600336,°Ä¿ÂÂê,5.12,5.2,5.06,5.2,5.19,-0.07,-1.3487,0.5104,3470966,17766170.0,3976976737.28,3481968640.0
2017-11-22,'600336,°Ä¿ÂÂê,5.19,5.22,5.13,5.19,5.19,0.0,0.0,0.4148,2820866,14605803.0,4031349466.11,3529573680.0
2017-11-21,'600336,°Ä¿ÂÂê,5.19,5.26,5.16,5.2,5.21,-0.02,-0.3839,0.4723,3211941,16705968.0,4031349466.11,3529573680.0
2017-11-20,'600336,°Ä¿ÂÂê,5.21,5.26,5.12,5.25,5.26,-0.05,-0.9506,0.6348,4317341,22278969.0,4046884531.49,3543175120.0
2017-11-17,'600336,°Ä¿ÂÂê,5.26,5.54,5.22,5.54,5.51,-0.25,-4.5372,0.9264,6300283,33798543.0,4085722194.94,3577178720.0
2017-11-16,'600336,°Ä¿ÂÂê,5.51,5.54,5.47,5.52,5.52,-0.01,-0.1812,0.3261,2217700,12235029.0,4279910512.19,3747196720.0
