»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2017-12-22,'600497,≥€∫Í–ø’‡,6.55,6.68,6.5,6.58,6.52,0.03,0.4601,0.6118,26369914,173664094.0,33347959770.4,28229833118.3
2017-12-21,'600497,≥€∫Í–ø’‡,6.52,6.57,6.43,6.46,6.47,0.05,0.7728,0.6168,26582763,173064519.0,33195221023.4,28100536172.7
2017-12-20,'600497,≥€∫Í–ø’‡,6.47,6.78,6.45,6.76,6.78,-0.31,-4.5723,1.1776,50752584,333328298.0,32940656445.0,27885041263.4
2017-12-19,'600497,≥€∫Í–ø’‡,6.78,6.9,6.75,6.89,6.86,-0.08,-1.1662,0.7359,31715810,215830403.0,34518956831.0,29221109701.1
2017-12-18,'600497,≥€∫Í–ø’‡,6.86,6.87,6.74,6.79,6.76,0.1,1.4793,0.6324,27255542,185268166.0,34926260156.5,29565901556.0
2017-12-15,'600497,≥€∫Í–ø’‡,6.76,6.81,6.7,6.76,6.78,-0.02,-0.295,0.5263,22681034,153032506.0,34417130999.7,29134911737.4
2017-12-14,'600497,≥€∫Í–ø’‡,6.78,6.87,6.7,6.84,6.83,-0.05,-0.7321,0.5468,23567066,159648424.0,34518956831.0,29221109701.1
2017-12-13,'600497,≥€∫Í–ø’‡,6.83,6.86,6.74,6.84,6.79,0.04,0.5891,0.5734,24712073,168024475.0,34773521409.4,29436604610.4
2017-12-12,'600497,≥€∫Í–ø’‡,6.79,7.05,6.77,6.95,7.01,-0.22,-3.1384,0.9438,40676202,281814210.0,34569869746.7,29264208682.9
2017-12-11,'600497,≥€∫Í–ø’‡,7.01,7.12,6.74,6.89,6.89,0.12,1.7417,1.1342,48884856,338188240.0,35689953891.7,30212386283.9
2017-12-08,'600497,≥€∫Í–ø’‡,6.89,6.9,6.63,6.65,6.74,0.15,2.2255,0.8051,34696981,235772419.0,35078998903.5,29695198501.5
2017-12-07,'600497,≥€∫Í–ø’‡,6.74,6.93,6.71,6.73,6.79,-0.05,-0.7364,0.8199,35336360,241096793.0,34315305168.3,29048713773.6
2017-12-06,'600497,≥€∫Í–ø’‡,6.79,6.84,6.61,6.83,6.98,-0.19,-2.7221,1.542,66459820,446559915.0,34569869746.7,29264208682.9
2017-12-05,'600497,≥€∫Í–ø’‡,6.98,7.14,6.85,7.1,7.21,-0.23,-3.19,1.2758,54987442,384017190.0,35537215144.6,30083089338.3
2017-12-04,'600497,≥€∫Í–ø’‡,7.21,7.4,7.08,7.13,6.96,0.25,3.592,2.2857,98511005,715853771.0,36708212205.3,31074365921.1
2017-12-01,'600497,≥€∫Í–ø’‡,6.96,7.12,6.87,7.07,7.02,-0.06,-0.8547,1.0491,45214164,314356864.0,29996891374.6,29996891374.6
2017-11-30,'600497,≥€∫Í–ø’‡,7.02,7.19,6.97,7.05,7.08,-0.06,-0.8475,1.2914,55658883,393794174.0,30255485265.7,30255485265.7
2017-11-29,'600497,≥€∫Í–ø’‡,7.08,7.18,6.68,6.68,6.65,0.43,6.4662,2.8309,122009759,856753744.0,30514079156.9,30514079156.9
2017-11-28,'600497,≥€∫Í–ø’‡,6.65,6.67,6.46,6.51,6.51,0.14,2.1505,0.8887,38302004,252774320.0,28660822936.9,28660822936.9
2017-11-27,'600497,≥€∫Í–ø’‡,6.51,6.67,6.45,6.49,6.5,0.01,0.1538,1.2531,54005417,355241781.0,28057437190.9,28057437190.9
2017-11-24,'600497,≥€∫Í–ø’‡,6.5,6.52,6.19,6.25,6.31,0.19,3.0111,1.209,52108224,334180430.0,28014338209.0,28014338209.0
2017-11-23,'600497,≥€∫Í–ø’‡,6.31,6.48,6.23,6.29,6.27,0.04,0.638,1.4768,63648648,405671905.0,27195457553.7,27195457553.7
2017-11-22,'600497,≥€∫Í–ø’‡,6.27,6.28,6.17,6.27,6.18,0.09,1.4563,0.9588,41324595,257335593.0,27023061626.2,27023061626.2
2017-11-21,'600497,≥€∫Í–ø’‡,6.18,6.26,6.12,6.21,6.24,-0.06,-0.9615,0.9103,39235021,242106728.0,26635170789.5,26635170789.5
2017-11-20,'600497,≥€∫Í–ø’‡,6.24,6.26,6.03,6.2,6.2,0.04,0.6452,0.6649,28656684,176982228.0,26893764680.6,26893764680.6
2017-11-17,'600497,≥€∫Í–ø’‡,6.2,6.54,6.1,6.47,6.51,-0.31,-4.7619,1.2301,53016969,334424407.0,26721368753.2,26721368753.2
2017-11-16,'600497,≥€∫Í–ø’‡,6.51,6.68,6.49,6.65,6.66,-0.15,-2.2523,0.7898,34039227,224193898.0,28057437190.9,28057437190.9
